SP_la, SP_lo, SP_time, SP_az, SP_gcarc, S_la, S_lo, S_time, S_az, S_gcarc 
32.001499176 -95.8084030151 1.85 47.0883674622 100.926521301 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
32.6237983704 -99.6430969238 3.25 48.5859565735 97.9692840576 43.7509689331 -121.148620605 2.35 47.3950424194 77.83644104
30.4794006348 -99.8022003174 2.55 50.4147834778 99.1174087524 43.7941017151 -122.411300659 2.25 47.7109375 76.9741897583
34.5453987122 -93.576499939 1.85 43.8841323853 100.760360718 48.3583984375 -119.333198547 1.15 42.5435638428 77.2076873779
39.6248016357 -93.5320968628 1.35 39.9654350281 97.4830780029 49.0595016479 -113.911201477 1.85 40.3564033508 80.171836853
32.001499176 -95.8084030151 1.85 47.0883674622 100.926521301 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
32.6237983704 -99.6430969238 3.15 48.5859565735 97.9692840576 43.7509689331 -121.148620605 2.35 47.3950424194 77.83644104
34.5453987122 -93.576499939 1.85 43.8841323853 100.760360718 47.4254608154 -121.80254364 1.75 44.0792732239 76.0240859985
40.1525993347 -88.4671020508 -2.15 36.8948974609 99.9833145142 49.0595016479 -113.911201477 1.85 40.3564033508 80.171836853
32.7032012939 -91.4036026001 2.85 44.0898971558 103.333656311 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
32.001499176 -95.8084030151 1.85 47.0883674622 100.926521301 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
31.3747005463 -92.3248977661 3.75 45.6454124451 103.613677979 43.7509689331 -121.148620605 2.35 47.3950424194 77.83644104
30.4794006348 -99.8022003174 2.65 50.4147834778 99.1174087524 38.1447792053 -122.880180359 0.45 53.1862602234 78.7974014282
32.7032012939 -91.4036026001 2.85 44.0898971558 103.333656311 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
32.001499176 -95.8084030151 1.85 47.0883674622 100.926521301 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
31.3747005463 -92.3248977661 3.75 45.6454124451 103.613677979 43.7509689331 -121.148620605 2.35 47.3950424194 77.83644104
32.001499176 -95.8084030151 1.85 47.0883674622 100.926521301 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
31.3747005463 -92.3248977661 3.75 45.6454124451 103.613677979 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
31.4526996613 -90.7319030762 4.05 44.660697937 104.587791443 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
31.3875999451 -89.4648971558 3.25 43.958404541 105.434776306 43.7509689331 -121.148620605 2.35 47.3950424194 77.83644104
31.9778003693 -86.2677001953 -0.15 41.5541191101 106.998725891 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
31.3747005463 -92.3248977661 3.75 45.6454124451 103.613677979 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
31.4526996613 -90.7319030762 3.95 44.660697937 104.587791443 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
31.9778003693 -86.2677001953 -0.45 41.5541191101 106.998725891 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
31.3747005463 -92.3248977661 3.75 45.6454124451 103.613677979 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
31.4526996613 -90.7319030762 4.05 44.660697937 104.587791443 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
31.1686992645 -87.0505981445 -0.05 42.6457252502 107.087814331 44.082698822 -110.699302673 5.65 43.7357254028 84.4696578979
31.9778003693 -86.2677001953 -0.15 41.5541191101 106.998725891 42.7653999329 -111.100402832 3.15 45.0322265625 84.8607177734
31.3875999451 -89.4648971558 3.15 43.958404541 105.434776306 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
31.4792995453 -84.9273986816 -0.65 41.0691184998 108.155281067 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
30.6159992218 -85.7466964722 -0.25 42.2324638367 108.273094177 45.973400116 -117.22769928 1.65 44.1736755371 79.489730835
34.5117988586 -89.4092025757 0.45 41.5675468445 103.349876404 45.1221008301 -109.267303467 3.25 42.3188858032 84.8389663696
31.4526996613 -90.7319030762 3.95 44.660697937 104.587791443 42.7653999329 -111.100402832 3.15 45.0322265625 84.8607177734
30.6159992218 -85.7466964722 -0.35 42.2324638367 108.273094177 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
30.188999176 -84.4317016602 -0.35 41.6942558289 109.374168396 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
33.0399017334 -86.9978027344 -0.35 41.2224655151 105.815109253 44.082698822 -110.699302673 5.65 43.7357254028 84.4696578979
34.4516983032 -87.0451965332 -0.65 40.2136650085 104.796440125 49.0595016479 -113.911201477 1.85 40.3564033508 80.171836853
31.3875999451 -89.4648971558 3.25 43.958404541 105.434776306 42.7653999329 -111.100402832 3.15 45.0322265625 84.8607177734
30.188999176 -84.4317016602 -0.25 41.6942558289 109.374168396 45.5969696045 -111.629669189 1.15 42.7279090881 83.1555404663
33.8577003479 -86.4119033813 -0.85 40.2630577087 105.586753845 43.7486000061 -110.744796753 4.85 44.0441551208 84.6052017212
31.4792995453 -84.9273986816 -0.85 41.0691184998 108.155281067 42.7653999329 -111.100402832 3.15 45.0322265625 84.8607177734
29.3689002991 -82.5347976685 0.95 41.0231628418 111.103622437 44.8525009155 -117.305999756 3.05 45.23021698 79.9128723145
35.8517990112 -81.2148971558 -0.65 35.5859794617 107.024749756 48.0239982605 -109.754699707 0.55 39.9604759216 83.0955200195
33.3166999817 -85.174697876 -1.05 39.8887290955 106.695091248 43.8930282593 -110.94342804 5.25 43.9885902405 84.4090957642
29.3689002991 -82.5347976685 0.75 41.0231628418 111.103622437 42.7667007446 -109.558296204 0.05 44.4650878906 85.8456268311
34.016998291 -80.3915023804 -1.15 36.2926025391 108.856826782 46.6884994507 -106.223098755 0.15 39.8681945801 85.841468811
29.3689002991 -82.5347976685 0.95 41.0231628418 111.103622437 42.7667007446 -109.558296204 0.05 44.4650878906 85.8456268311
16.2818851471 -92.1369171143 0.25 57.8727302551 113.186912537 33.4915008545 -116.666999817 1.75 55.3002204895 85.3271179199
29.3689002991 -82.5347976685 0.75 41.0231628418 111.103622437 42.7667007446 -109.558296204 0.05 44.4650878906 85.8456268311
16.2818851471 -92.1369171143 0.25 57.8727302551 113.186912537 33.4915008545 -116.666999817 1.75 55.3002204895 85.3271179199
29.3689002991 -82.5347976685 0.95 41.0231628418 111.103622437 42.7667007446 -109.558296204 0.05 44.4650878906 85.8456268311
16.2818851471 -92.1369171143 0.25 57.8727302551 113.186912537 34.6374511719 -115.381149292 1.75 53.7923660278 85.7584533691
25.8656997681 -80.9069976807 1.35 42.4559326172 114.642227173 42.7667007446 -109.558296204 0.05 44.4650878906 85.8456268311
16.2818851471 -92.1369171143 0.25 57.8727302551 113.186912537 32.6501197815 -116.109481812 1.85 55.8381233215 86.1242828369
16.2818851471 -92.1369171143 0.25 57.8727302551 113.186912537 33.0514907837 -114.827056885 1.95 54.9844818115 86.8985137939
27.0361003876 -80.3618011475 1.15 41.1959838867 114.112495422 45.8398017883 -96.2929000854 -1.05 36.5238075256 91.9197311401
27.0361003876 -80.3618011475 1.05 41.1959838867 114.112495422 45.8398017883 -96.2929000854 -1.05 36.5238075256 91.9197311401
