SP_la, SP_lo, SP_time, SP_az, SP_gcarc, S_la, S_lo, S_time, S_az, S_gcarc 
43.2406997681 -80.4764022827 10.75 51.8031730652 113.886886597 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
43.4099006653 -75.9968032837 11.45 52.2876548767 117.130599976 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
42.7748985291 -82.6231002808 10.75 51.9168281555 112.248199463 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
42.7223014832 -81.5082015991 10.05 52.1760978699 113.035560608 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.7804985046 -80.7138977051 11.15 52.2539558411 113.619140625 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
42.6096992493 -78.6908035278 11.65 52.7729148865 115.043930054 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
42.7277984619 -78.0696029663 11.05 52.7418212891 115.516220093 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
42.6981010437 -77.3244018555 11.65 52.8864517212 116.050613403 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
42.731300354 -76.5162963867 11.65 52.9668617249 116.642745972 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
42.7633018494 -75.6473007202 11.65 53.0512084961 117.27923584 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
41.6492004395 -80.1447982788 10.35 53.5592498779 113.787612915 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
46.976398468 -78.4116973877 10.65 48.0483665466 116.008857727 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
47.1520004272 -76.6569976807 11.05 48.0495796204 117.221183777 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
46.3783988953 -77.6638031006 10.75 48.7960853577 116.424873352 41.6068992615 -111.565200806 9.15 44.6187782288 92.0203552246
45.3978996277 -78.0897979736 10.85 49.822063446 115.974517822 37.1995582581 -108.492507935 12.15 49.6207504272 91.8196487427
45.7032012939 -75.4776000977 11.05 49.7925491333 117.834991455 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
44.64220047 -79.8888015747 11.95 50.3912734985 114.583854675 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
44.5929985046 -76.2593994141 11.35 50.9416885376 117.128349304 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
44.6455001831 -73.6904983521 11.75 51.1696586609 118.952529907 36.9487991333 -116.24949646 10.35 46.5295066833 86.4359130859
43.8036003113 -81.0231018066 11.75 51.1109237671 113.616142273 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
44.2160987854 -77.6817016602 11.55 51.1727523804 116.061317444 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
43.9376983643 -75.6598968506 11.55 51.7440948486 117.454338074 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
43.6901016235 -74.9732971191 11.55 52.104183197 117.908905029 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
43.7957000732 -73.8743972778 11.85 52.1120986938 118.712280273 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
43.2406997681 -80.4764022827 11.45 51.8031730652 113.886886597 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
43.2728004456 -78.6391983032 11.75 52.0625915527 115.208572388 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
43.2657012939 -77.8167037964 11.75 52.1935195923 115.797653198 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
43.2760009766 -76.8579025269 11.25 52.3192253113 116.488899231 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
42.1992988586 -75.9860992432 11.55 53.6288223267 116.938407898 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
47.0190010071 -75.473197937 10.35 48.3156356812 118.006378174 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
47.048500061 -74.7567977905 9.95 48.3477287292 118.49647522 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
46.4338989258 -77.1868972778 11.35 48.7901268005 116.759475708 41.6068992615 -111.565200806 9.15 44.6187782288 92.0203552246
45.8662986755 -73.8144989014 11.25 49.7719993591 119.009971619 37.1995582581 -108.492507935 12.15 49.6207504272 91.8196487427
45.1222000122 -78.6237030029 10.95 50.0524101257 115.555984497 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
45.1035995483 -74.985496521 11.15 50.5179023743 118.098304749 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
44.64220047 -79.8888015747 11.15 50.3912734985 114.583854675 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
44.5504989624 -77.1829986572 11.65 50.8719062805 116.469810486 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
44.5929985046 -76.2593994141 11.65 50.9416885376 117.128349304 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
44.4175987244 -74.1798019409 11.65 51.3767051697 118.576431274 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
44.6455001831 -73.6904983521 11.95 51.1696586609 118.952529907 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
44.5606002808 -72.698600769 12.75 51.3623466492 119.646087646 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
42.6968002319 -74.398399353 11.45 53.287197113 118.177894592 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
43.8237991333 -79.5912017822 11.95 51.3197898865 114.635231018 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
44.2160987854 -77.6817016602 11.15 51.1727523804 116.061317444 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
42.1992988586 -75.9860992432 11.25 53.6288223267 116.938407898 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
47.0954017639 -72.882598877 8.65 48.4433517456 119.775650024 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
46.5332984924 -79.492401123 11.65 48.3973083496 115.202896118 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
46.543598175 -75.0341033936 10.25 48.8924865723 118.248123169 41.6068992615 -111.565200806 9.15 44.6187782288 92.0203552246
40.8602981567 -73.8852005005 10.05 55.4122962952 118.272590637 31.6984996796 -105.382102966 10.85 55.6677207947 91.4045333862
45.1222000122 -78.6237030029 11.45 50.0524101257 115.555984497 37.1995582581 -108.492507935 12.15 49.6207504272 91.8196487427
45.1035995483 -74.985496521 11.35 50.5179023743 118.098304749 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
44.573600769 -78.5831985474 11.55 50.6563911438 115.487556458 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
44.4175987244 -74.1798019409 11.85 51.3767051697 118.576431274 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
44.5606002808 -72.698600769 12.95 51.3623466492 119.646087646 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.6968002319 -74.398399353 11.65 53.287197113 118.177894592 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
44.2160987854 -77.6817016602 11.55 51.1727523804 116.061317444 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
43.9376983643 -75.6598968506 11.85 51.7440948486 117.454338074 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
43.6901016235 -74.9732971191 11.85 52.104183197 117.908905029 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
43.7957000732 -73.8743972778 12.05 52.1120986938 118.712280273 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
42.1992988586 -75.9860992432 11.55 53.6288223267 116.938407898 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
46.3783988953 -77.6638031006 11.35 48.7960853577 116.424873352 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
46.4338989258 -77.1868972778 10.75 48.7901268005 116.759475708 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
44.5929985046 -76.2593994141 11.35 50.9416885376 117.128349304 37.1995582581 -108.492507935 12.15 49.6207504272 91.8196487427
44.4175987244 -74.1798019409 11.65 51.3767051697 118.576431274 40.1347999573 -108.241600037 -19.85 47.1695785522 93.4423980713
43.6901016235 -74.9732971191 11.55 52.104183197 117.908905029 37.7461013794 -106.829299927 -18.25 49.7934570312 93.2405014038
43.7957000732 -73.8743972778 11.85 52.1120986938 118.712280273 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
43.4099006653 -75.9968032837 11.75 52.2876548767 117.130599976 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
43.4646987915 -74.5040969849 11.75 52.4128379822 118.213630676 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
43.2438011169 -73.4212036133 12.25 52.786529541 118.965293884 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
43.3461990356 -72.5534973145 13.15 52.7634811401 119.6067276 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
42.6981010437 -77.3244018555 11.25 52.8864517212 116.050613403 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
42.731300354 -76.5162963867 11.25 52.9668617249 116.642745972 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
42.7633018494 -75.6473007202 11.95 53.0512084961 117.27923584 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
