SP_la, SP_lo, SP_time, SP_az, SP_gcarc, S_la, S_lo, S_time, S_az, S_gcarc 
40.7930984497 -93.2350006104 9.15 51.4587020874 104.086174011 33.2478713989 -119.524368286 9.55 47.989440918 82.1081924438
47.1355018616 -97.0164031982 7.35 44.3535842896 103.799217224 34.3334083557 -118.025848389 10.25 47.8419723511 83.7538528442
46.6058006287 -91.5541992188 9.45 46.1777420044 107.150245667 33.4018974304 -118.415023804 9.65 48.4137611389 82.950378418
45.8398017883 -96.2929000854 7.65 45.7840156555 103.794197083 38.0345497131 -120.386512756 10.05 43.7136421204 84.4054946899
45.8618011475 -93.5241012573 9.55 46.4568443298 105.616737366 32.8889007568 -117.105102539 10.75 49.4724617004 83.5537719727
45.2683982849 -90.2005996704 10.15 47.813709259 107.644584656 34.253528595 -118.333831787 9.45 47.7580490112 83.5000610352
40.5559005737 -89.2939987183 9.85 52.7219047546 106.835258484 33.6500091553 -117.009468079 10.65 48.891254425 84.0525054932
43.8916015625 -90.6176986694 9.95 49.0916023254 106.940841675 34.1061782837 -118.455047607 9.65 47.8192672729 83.3327102661
42.6472015381 -92.7708969116 9.05 49.7848320007 105.049736023 34.8810997009 -117.993881226 9.75 47.4098587036 84.0923690796
41.9665985107 -96.3761978149 9.15 49.4555053711 102.309059143 33.4947013855 -116.602203369 11.05 49.213684082 84.2441482544
42.0628013611 -91.2218017578 9.35 50.7516174316 105.939414978 32.6501197815 -116.109481812 11.35 50.1473426819 84.1106338501
42.0040016174 -89.6669998169 9.95 51.1933174133 107.019081116 35.6627807617 -118.474029541 10.95 46.5426597595 84.2279052734
40.7930984497 -93.2350006104 9.15 51.4587020874 104.086174011 34.8884811401 -119.813621521 9.85 46.5177612305 82.8871841431
40.707698822 -90.8552017212 9.15 52.1755752563 105.758331299 33.5999908447 -117.195426941 10.35 48.8433151245 83.8966445923
39.6248016357 -93.5320968628 9.25 52.4998092651 103.460777283 34.1714096069 -118.18522644 4.15 47.8972206116 83.5525360107
39.529800415 -92.0483016968 9.35 53.0054740906 104.501586914 33.6116981506 -116.459396362 10.95 49.1848716736 84.4085159302
41.9068984985 -93.2153015137 9.35 50.3873176575 104.486976624 33.9954299927 -119.635101318 9.55 47.3281288147 82.4756164551
45.2246017456 -92.8037033081 9.65 47.2553672791 105.884605408 35.314201355 -119.995811462 10.05 46.0846633911 83.0212402344
48.2976989746 -95.8619003296 7.55 43.5184364319 104.941818237 34.262298584 -116.920753479 10.85 48.4293479919 84.4614181519
46.1002998352 -89.1369018555 10.15 47.2050132751 108.600387573 34.0005989075 -115.998199463 10.85 49.0805931091 84.9443817139
47.1355018616 -97.0164031982 7.35 44.3535842896 103.799217224 33.4915008545 -116.666999817 11.05 49.1854667664 84.1977386475
46.6058006287 -91.5541992188 9.35 46.1777420044 107.150245667 34.3334083557 -118.025848389 10.25 47.8419723511 83.7538528442
45.8398017883 -96.2929000854 7.65 45.7840156555 103.794197083 33.4018974304 -118.415023804 9.65 48.4137611389 82.950378418
45.8618011475 -93.5241012573 9.55 46.4568443298 105.616737366 38.0345497131 -120.386512756 10.05 43.7136421204 84.4054946899
45.2683982849 -90.2005996704 10.15 47.813709259 107.644584656 33.5653991699 -116.737297058 11.05 49.0909729004 84.1912307739
43.8916015625 -90.6176986694 9.85 49.0916023254 106.940841675 34.253528595 -118.333831787 9.45 47.7580490112 83.5000610352
43.8908004761 -88.9133987427 10.75 49.4822998047 108.115325928 33.6500091553 -117.009468079 10.65 48.891254425 84.0525054932
42.6472015381 -92.7708969116 9.05 49.7848320007 105.049736023 34.1061782837 -118.455047607 9.65 47.8192672729 83.3327102661
42.7043991089 -88.3320007324 10.75 50.8063621521 108.173660278 34.8810997009 -117.993881226 9.75 47.4098587036 84.0923690796
42.0628013611 -91.2218017578 9.35 50.7516174316 105.939414978 33.4947013855 -116.602203369 11.05 49.213684082 84.2441482544
42.0040016174 -89.6669998169 9.95 51.1933174133 107.019081116 33.0514907837 -114.827056885 12.05 50.4164161682 85.2303009033
42.1781997681 -87.9119033813 10.95 51.4316177368 108.317245483 35.3017692566 -116.805740356 9.75 47.628288269 85.1307144165
40.7930984497 -93.2350006104 9.15 51.4587020874 104.086174011 33.714099884 -116.711898804 10.75 48.9803771973 84.2929000854
40.707698822 -90.8552017212 9.25 52.1755752563 105.758331299 33.351600647 -116.561500549 11.25 49.3512802124 84.1913604736
39.6248016357 -93.5320968628 9.35 52.4998092651 103.460777283 32.891998291 -116.422302246 11.55 49.7977561951 84.0286026001
41.9068984985 -93.2153015137 9.35 50.3873176575 104.486976624 34.1714096069 -118.18522644 4.15 47.8972206116 83.5525360107
40.3790016174 -87.0967025757 10.85 53.4319877625 108.37902832 33.6116981506 -116.459396362 10.95 49.1848716736 84.4085159302
45.2246017456 -92.8037033081 9.65 47.2553672791 105.884605408 33.3536109924 -116.86264801 11.15 49.2058181763 83.984954834
46.1002998352 -89.1369018555 10.15 47.2050132751 108.600387573 33.4915008545 -116.666999817 11.05 49.1854667664 84.1977386475
46.6058006287 -91.5541992188 9.45 46.1777420044 107.150245667 33.714099884 -116.711898804 10.75 48.9803771973 84.2929000854
45.8618011475 -93.5241012573 9.55 46.4568443298 105.616737366 33.351600647 -116.561500549 11.25 49.3512802124 84.1913604736
45.2683982849 -90.2005996704 10.15 47.813709259 107.644584656 37.630191803 -118.836051941 11.95 44.775970459 85.1476898193
40.5559005737 -89.2939987183 9.85 52.7219047546 106.835258484 32.891998291 -116.422302246 11.55 49.7977561951 84.0286026001
43.8908004761 -88.9133987427 10.75 49.4822998047 108.115325928 36.0579910278 -117.489013672 10.65 46.6876907349 85.1081771851
42.6472015381 -92.7708969116 9.05 49.7848320007 105.049736023 34.8884811401 -119.813621521 9.85 46.5177612305 82.8871841431
42.7043991089 -88.3320007324 10.75 50.8063621521 108.173660278 33.5999908447 -117.195426941 10.35 48.8433151245 83.8966445923
42.1781997681 -87.9119033813 10.85 51.4316177368 108.317245483 34.6144981384 -118.723503113 9.45 47.2744827271 83.4492492676
42.0126991272 -86.295501709 11.85 51.960395813 109.423698425 34.1714096069 -118.18522644 9.45 47.8972206116 83.5525360107
40.7930984497 -93.2350006104 9.15 51.4587020874 104.086174011 33.3536109924 -116.86264801 11.15 49.2058181763 83.984954834
40.707698822 -90.8552017212 9.15 52.1755752563 105.758331299 33.6300010681 -116.847801208 10.85 48.9849853516 84.1519775391
39.6408996582 -89.5213012695 9.65 53.568977356 106.38054657 32.9799003601 -118.546966553 9.85 48.6936340332 82.6153106689
41.9068984985 -93.2153015137 9.35 50.3873176575 104.486976624 33.523399353 -116.425697327 11.05 49.2738456726 84.3819274902
45.2246017456 -92.8037033081 9.65 47.2553672791 105.884605408 34.5606498718 -117.329597473 9.95 47.9897460938 84.3545608521
46.1002998352 -89.1369018555 10.15 47.2050132751 108.600387573 33.4915008545 -116.666999817 11.05 49.1854667664 84.1977386475
46.3758010864 -86.9953994751 11.45 47.3508872986 110.105773926 38.1447792053 -122.880180359 9.55 42.4048309326 82.9251403809
45.8618011475 -93.5241012573 9.55 46.4568443298 105.616737366 37.630191803 -118.836051941 11.95 44.775970459 85.1476898193
45.7587013245 -88.1346969604 10.65 47.7580680847 109.176750183 32.891998291 -116.422302246 11.55 49.7977561951 84.0286026001
45.6837005615 -85.5156021118 12.95 48.3439254761 110.928611755 37.5117683411 -121.881607056 9.55 43.3992652893 83.1491928101
45.2683982849 -90.2005996704 10.15 47.813709259 107.644584656 34.8884811401 -119.813621521 9.85 46.5177612305 82.8871841431
45.0404014587 -85.6570968628 13.05 48.9838142395 110.671684265 33.5999908447 -117.195426941 10.35 48.8433151245 83.8966445923
43.8908004761 -88.9133987427 10.75 49.4822998047 108.115325928 34.6144981384 -118.723503113 9.45 47.2744827271 83.4492492676
44.0360984802 -86.2348022461 12.25 49.9047775269 110.013381958 34.1714096069 -118.18522644 9.45 47.8972206116 83.5525360107
43.9411010742 -85.4471969604 12.55 50.1603012085 110.53755188 34.1714096069 -118.18522644 4.15 47.8972206116 83.5525360107
43.3478012085 -85.6465988159 12.25 50.7313575745 110.24394989 33.6116981506 -116.459396362 10.95 49.1848716736 84.4085159302
42.6472015381 -92.7708969116 9.05 49.7848320007 105.049736023 33.3536109924 -116.86264801 11.15 49.2058181763 83.984954834
42.7043991089 -88.3320007324 10.75 50.8063621521 108.173660278 33.6300010681 -116.847801208 10.85 48.9849853516 84.1519775391
42.6703987122 -84.9992980957 12.75 51.5607833862 110.52570343 33.7434616089 -118.404121399 9.75 48.14012146 83.1561737061
42.0040016174 -89.6669998169 9.95 51.1933174133 107.019081116 34.4407615662 -119.714920044 9.25 46.9282150269 82.6864395142
42.1781997681 -87.9119033813 10.95 51.4316177368 108.317245483 32.9799003601 -118.546966553 9.85 48.6936340332 82.6153106689
42.0126991272 -86.295501709 11.95 51.960395813 109.423698425 33.9954299927 -119.635101318 9.55 47.3281288147 82.4756164551
41.9438018799 -84.4328994751 12.85 52.4264678955 110.743492126 33.5525894165 -117.661712646 9.85 48.657497406 83.5507278442
41.3881988525 -88.0431976318 10.65 52.1951065063 107.990974426 33.2478713989 -119.524368286 9.55 47.989440918 82.1081924438
41.4846000671 -84.7171020508 12.65 52.8402252197 110.418266296 33.5518989563 -116.61289978 11.15 49.1613578796 84.2691268921
41.4744987488 -83.9751968384 12.75 53.0057640076 110.95388031 34.1064682007 -117.098220825 10.85 48.47315979 84.2518844604
40.707698822 -90.8552017212 9.25 52.1755752563 105.758331299 32.9450798035 -115.799880981 10.75 50.0493545532 84.4914245605
40.8591003418 -85.0270996094 11.75 53.4152832031 110.025688171 33.4948005676 -116.602203369 11.05 49.2136001587 84.2442092896
40.1525993347 -88.4671020508 9.85 53.3276901245 107.310920715 33.523399353 -116.425697327 11.05 49.2738456726 84.3819274902
46.1002998352 -89.1369018555 10.15 47.2050132751 108.600387573 33.4018974304 -118.415023804 9.65 48.4137611389 82.950378418
46.6058006287 -91.5541992188 9.35 46.1777420044 107.150245667 37.630191803 -118.836051941 11.95 44.775970459 85.1476898193
46.3758010864 -86.9953994751 11.25 47.3508872986 110.105773926 32.891998291 -116.422302246 11.55 49.7977561951 84.0286026001
46.3665008545 -84.3061981201 9.95 47.8463592529 111.909370422 37.5117683411 -121.881607056 9.55 43.3992652893 83.1491928101
45.7587013245 -88.1346969604 10.65 47.7580680847 109.176750183 36.0579910278 -117.489013672 10.65 46.6876907349 85.1081771851
45.6837005615 -85.5156021118 12.55 48.3439254761 110.928611755 34.8884811401 -119.813621521 9.85 46.5177612305 82.8871841431
45.1730003357 -83.8551025391 10.35 49.1769065857 111.941963196 34.6144981384 -118.723503113 9.45 47.2744827271 83.4492492676
44.6231994629 -86.0439987183 12.65 49.3393630981 110.299003601 34.1714096069 -118.18522644 9.45 47.8972206116 83.5525360107
44.5993995667 -84.206199646 11.75 49.713848114 111.564376831 34.1714096069 -118.18522644 4.15 47.8972206116 83.5525360107
40.5559005737 -89.2939987183 9.85 52.7219047546 106.835258484 33.6116981506 -116.459396362 10.95 49.1848716736 84.4085159302
43.8916015625 -90.6176986694 9.95 49.0916023254 106.940841675 35.4077301025 -120.545562744 8.55 45.7372550964 82.7182922363
43.8908004761 -88.9133987427 10.75 49.4822998047 108.115325928 33.3536109924 -116.86264801 11.15 49.2058181763 83.984954834
44.0360984802 -86.2348022461 12.25 49.9047775269 110.013381958 33.6300010681 -116.847801208 10.85 48.9849853516 84.1519775391
43.9411010742 -85.4471969604 12.35 50.1603012085 110.53755188 33.7434616089 -118.404121399 9.75 48.14012146 83.1561737061
44.0192985535 -84.5095977783 12.55 50.2613601685 111.212333679 34.8753318787 -116.996841431 9.75 47.8890609741 84.7590942383
43.3478012085 -85.6465988159 12.25 50.7313575745 110.24394989 34.4407615662 -119.714920044 9.25 46.9282150269 82.6864395142
43.2382011414 -84.8214035034 12.75 51.0104827881 110.797744751 32.9799003601 -118.546966553 9.85 48.6936340332 82.6153106689
43.2985992432 -83.7848968506 11.75 51.1497192383 111.546073914 33.9954299927 -119.635101318 9.55 47.3281288147 82.4756164551
42.7043991089 -88.3320007324 10.75 50.8063621521 108.173660278 33.5525894165 -117.661712646 9.85 48.657497406 83.5507278442
42.6703987122 -84.9992980957 12.65 51.5607833862 110.52570343 35.8909492493 -117.283317566 10.65 46.9209136963 85.148475647
42.7835006714 -83.4555969238 11.05 51.7499732971 111.655075073 33.2478713989 -119.524368286 9.55 47.989440918 82.1081924438
42.0040016174 -89.6669998169 9.95 51.1933174133 107.019081116 32.9450798035 -115.799880981 10.75 50.0493545532 84.4914245605
42.1781997681 -87.9119033813 10.85 51.4316177368 108.317245483 33.4948005676 -116.602203369 11.05 49.2136001587 84.2442092896
41.9438018799 -84.4328994751 12.65 52.4264678955 110.743492126 33.523399353 -116.425697327 11.05 49.2738456726 84.3819274902
41.4846000671 -84.7171020508 12.55 52.8402252197 110.418266296 33.573600769 -116.674697876 11.05 49.114025116 84.238899231
46.1002998352 -89.1369018555 10.15 47.2050132751 108.600387573 36.4398803711 -118.080162048 10.15 46.0978317261 84.9400405884
46.8909988403 -84.035697937 9.85 47.3401184082 112.209236145 33.0514907837 -114.827056885 12.05 50.4164161682 85.2303009033
46.6058006287 -91.5541992188 9.45 46.1777420044 107.150245667 34.1573791504 -115.145126343 11.25 49.3472099304 85.6190643311
44.6231994629 -86.0439987183 12.65 49.3393630981 110.299003601 37.630191803 -118.836051941 11.95 44.775970459 85.1476898193
44.5993995667 -84.206199646 11.65 49.713848114 111.564376831 36.0579910278 -117.489013672 10.65 46.6876907349 85.1081771851
44.7005996704 -83.3248977661 9.95 49.7665252686 112.199623108 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
44.0192985535 -84.5095977783 12.15 50.2613601685 111.212333679 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
44.1873016357 -83.7022018433 10.55 50.2370262146 111.817337036 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
43.2382011414 -84.8214035034 12.55 51.0104827881 110.797744751 35.8996009827 -116.275146484 10.75 47.3825073242 85.8255386353
43.2985992432 -83.7848968506 11.75 51.1497192383 111.546073914 35.8909492493 -117.283317566 10.65 46.9209136963 85.148475647
42.7835006714 -83.4555969238 11.35 51.7499732971 111.655075073 35.4358406067 -115.92388916 10.45 47.9273872375 85.8003540039
42.7748985291 -82.6231002808 9.85 51.9168281555 112.248199463 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
42.0040016174 -89.6669998169 9.95 51.1933174133 107.019081116 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
42.1781997681 -87.9119033813 10.95 51.4316177368 108.317245483 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.0126991272 -86.295501709 11.85 51.960395813 109.423698425 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
41.9438018799 -84.4328994751 12.85 52.4264678955 110.743492126 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
42.0429992676 -82.8095016479 10.25 52.6480827332 111.9400177 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
41.3881988525 -88.0431976318 10.55 52.1951065063 107.990974426 33.7503013611 -114.523803711 11.85 49.9726142883 85.8255615234
41.4846000671 -84.7171020508 12.65 52.8402252197 110.418266296 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
40.2318992615 -82.9820022583 11.95 54.4991989136 111.364738464 33.6551513672 -115.453659058 11.35 49.621837616 85.1272735596
46.8909988403 -84.035697937 10.65 47.3401184082 112.209236145 33.0514907837 -114.827056885 12.05 50.4164161682 85.2303009033
47.1743011475 -81.8071975708 10.05 47.3840446472 113.759140015 34.7845687866 -115.659942627 10.35 48.5884590149 85.6146697998
45.3176002502 -84.8620986938 12.45 48.8447380066 111.284980774 37.630191803 -118.836051941 11.95 44.775970459 85.1476898193
45.1730003357 -83.8551025391 11.05 49.1769065857 111.941963196 36.0579910278 -117.489013672 10.65 46.6876907349 85.1081771851
44.6231994629 -86.0439987183 12.65 49.3393630981 110.299003601 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
43.8908004761 -88.9133987427 10.75 49.4822998047 108.115325928 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
44.0360984802 -86.2348022461 12.25 49.9047775269 110.013381958 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
44.1873016357 -83.7022018433 11.15 50.2370262146 111.817337036 35.8996009827 -116.275146484 10.75 47.3825073242 85.8255386353
43.9399986267 -82.8246002197 9.75 50.6554031372 112.375114441 35.8909492493 -117.283317566 10.65 46.9209136963 85.148475647
43.2382011414 -84.8214035034 12.75 51.0104827881 110.797744751 36.9487991333 -116.24949646 10.35 46.5295066833 86.4359130859
43.2985992432 -83.7848968506 11.75 51.1497192383 111.546073914 35.4358406067 -115.92388916 10.45 47.9273872375 85.8003540039
43.2406997681 -80.4764022827 10.75 51.8031730652 113.886886597 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
42.6703987122 -84.9992980957 12.75 51.5607833862 110.52570343 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
42.8031997681 -84.1196975708 12.55 51.600063324 111.186180115 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.7835006714 -83.4555969238 11.05 51.7499732971 111.655075073 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
42.7748985291 -82.6231002808 10.75 51.9168281555 112.248199463 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
42.7223014832 -81.5082015991 10.05 52.1760978699 113.035560608 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
42.7804985046 -80.7138977051 10.35 52.2539558411 113.619140625 33.7503013611 -114.523803711 11.85 49.9726142883 85.8255615234
47.1743011475 -81.8071975708 10.75 47.3840446472 113.759140015 33.0514907837 -114.827056885 12.05 50.4164161682 85.2303009033
47.2725982666 -81.3562011719 10.15 47.3428993225 114.079681396 34.7845687866 -115.659942627 10.35 48.5884590149 85.6146697998
45.8278007507 -82.6184997559 10.05 48.6956329346 112.935592651 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
45.9283981323 -79.9150009155 11.05 48.9967842102 114.806671143 38.432800293 -118.155403137 9.65 44.443145752 86.0536956787
45.0404014587 -85.6570968628 12.85 48.9838142395 110.671684265 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
45.3176002502 -84.8620986938 11.85 48.8447380066 111.284980774 38.3488998413 -115.585403442 9.95 45.672039032 87.659866333
44.5993995667 -84.206199646 11.75 49.713848114 111.564376831 35.8996009827 -116.275146484 10.75 47.3825073242 85.8255386353
44.64220047 -79.8888015747 11.15 50.3912734985 114.583854675 36.9487991333 -116.24949646 10.35 46.5295066833 86.4359130859
44.0360984802 -86.2348022461 12.25 49.9047775269 110.013381958 35.4358406067 -115.92388916 10.45 47.9273872375 85.8003540039
43.9411010742 -85.4471969604 12.55 50.1603012085 110.53755188 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
44.1873016357 -83.7022018433 10.55 50.2370262146 111.817337036 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
43.9399986267 -82.8246002197 10.65 50.6554031372 112.375114441 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
43.8036003113 -81.0231018066 10.85 51.1109237671 113.616142273 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
43.8237991333 -79.5912017822 11.25 51.3197898865 114.635231018 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
43.3478012085 -85.6465988159 12.25 50.7313575745 110.24394989 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
43.2382011414 -84.8214035034 12.55 51.0104827881 110.797744751 33.7503013611 -114.523803711 11.85 49.9726142883 85.8255615234
43.2985992432 -83.7848968506 11.75 51.1497192383 111.546073914 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
47.2725982666 -81.3562011719 10.85 47.3428993225 114.079681396 34.6374511719 -115.381149292 10.55 48.8392105103 85.7231826782
47.0904006958 -79.373298645 10.65 47.8052558899 115.378257751 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
46.3665008545 -84.3061981201 10.75 47.8463592529 111.909370422 36.4671897888 -116.863220215 10.15 46.6440048218 85.7567672729
46.4808998108 -82.1652984619 10.35 48.0722579956 113.379997253 34.7845687866 -115.659942627 10.35 48.5884590149 85.6146697998
46.2850990295 -78.6568984985 10.85 48.7766418457 115.730682373 36.9960784912 -117.366210938 9.65 45.9779586792 85.7293243408
45.0404014587 -85.6570968628 13.05 48.9838142395 110.671684265 34.1573791504 -115.145126343 11.25 49.3472099304 85.6190643311
44.0192985535 -84.5095977783 12.55 50.2613601685 111.212333679 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
43.8237991333 -79.5912017822 11.95 51.3197898865 114.635231018 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
43.2406997681 -80.4764022827 11.45 51.8031730652 113.886886597 35.8996009827 -116.275146484 10.75 47.3825073242 85.8255386353
43.2728004456 -78.6391983032 11.15 52.0625915527 115.208572388 39.1108283997 -110.523826599 10.05 47.1636276245 91.4046325684
42.8031997681 -84.1196975708 12.15 51.600063324 111.186180115 35.4358406067 -115.92388916 10.45 47.9273872375 85.8003540039
42.7835006714 -83.4555969238 11.35 51.7499732971 111.655075073 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
42.7223014832 -81.5082015991 10.75 52.1760978699 113.035560608 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
42.7804985046 -80.7138977051 11.15 52.2539558411 113.619140625 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.6096992493 -78.6908035278 11.05 52.7729148865 115.043930054 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
42.7277984619 -78.0696029663 11.05 52.7418212891 115.516220093 34.4178009033 -111.441101074 13.25 50.7837409973 88.342010498
41.9438018799 -84.4328994751 12.65 52.4264678955 110.743492126 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
42.0429992676 -82.8095016479 10.95 52.6480827332 111.9400177 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
41.9538993835 -80.259803772 10.35 53.2140846252 113.769676208 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
40.2318992615 -82.9820022583 11.65 54.4991989136 111.364738464 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
41.6492004395 -80.1447982788 10.35 53.5592498779 113.787612915 31.9559001923 -112.811500549 11.85 52.262966156 86.069190979
46.3665008545 -84.3061981201 9.95 47.8463592529 111.909370422 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
46.45470047 -83.2777023315 10.05 47.9245681763 112.622779846 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
46.5332984924 -79.492401123 10.85 48.3973083496 115.202896118 36.4671897888 -116.863220215 10.15 46.6440048218 85.7567672729
46.4338989258 -77.1868972778 10.75 48.7901268005 116.759475708 36.9960784912 -117.366210938 9.65 45.9779586792 85.7293243408
44.1873016357 -83.7022018433 11.15 50.2370262146 111.817337036 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
44.2160987854 -77.6817016602 11.15 51.1727523804 116.061317444 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
43.2657012939 -77.8167037964 11.25 52.1935195923 115.797653198 35.8996009827 -116.275146484 10.75 47.3825073242 85.8255386353
42.7748985291 -82.6231002808 9.85 51.9168281555 112.248199463 35.4358406067 -115.92388916 10.45 47.9273872375 85.8003540039
42.7804985046 -80.7138977051 10.35 52.2539558411 113.619140625 36.4280014038 -112.291496277 13.25 48.7126350403 88.8093719482
42.7277984619 -78.0696029663 11.65 52.7418212891 115.516220093 35.0989990234 -113.885398865 11.65 49.1332855225 87.0032196045
42.6981010437 -77.3244018555 11.25 52.8864517212 116.050613403 35.1180992126 -109.735702515 13.15 50.9097824097 89.9051055908
42.731300354 -76.5162963867 11.25 52.9668617249 116.642745972 35.5168991089 -111.373901367 13.75 49.8778076172 88.9626541138
44.2271995544 -76.4934005737 11.45 51.3179588318 116.905807495 34.5293006897 -109.95010376 12.75 51.3253097534 89.4539794922
41.5570373535 -75.7681808472 11.05 54.3695487976 116.98828125 33.9383010864 -113.004798889 11.65 50.5023422241 86.9891433716
42.0429992676 -82.8095016479 10.25 52.6480827332 111.9400177 33.9370002747 -106.965202332 12.55 53.0690193176 91.30443573
41.9538993835 -80.259803772 11.05 53.2140846252 113.769676208 34.0738983154 -106.92099762 12.85 52.9674034119 91.4027938843
41.6492004395 -80.1447982788 10.95 53.5592498779 113.787612915 32.5323982239 -107.785102844 12.75 53.9550933838 90.0201339722
42.1992988586 -75.9860992432 11.25 53.6288223267 116.938407898 31.9559001923 -112.811500549 11.85 52.262966156 86.069190979
47.1520004272 -76.6569976807 10.45 48.0495796204 117.221183777 40.1949996948 -112.813301086 10.85 45.3131561279 90.4703369141
46.45470047 -83.2777023315 10.95 47.9245681763 112.622779846 40.7448005676 -115.238800049 9.05 43.8400726318 89.2231674194
46.4538002014 -76.0571975708 10.75 48.8913459778 117.535690308 41.6068992615 -111.565200806 9.15 44.6187782288 92.0203552246
44.573600769 -78.5831985474 11.05 50.6563911438 115.487556458 37.1995582581 -108.492507935 12.15 49.6207504272 91.8196487427
44.5504989624 -77.1829986572 11.25 50.8719062805 116.469810486 34.7675895691 -114.618812561 10.75 49.0797386169 86.3179702759
43.8237991333 -79.5912017822 11.25 51.3197898865 114.635231018 34.3033599854 -114.141517639 11.35 49.6843185425 86.3933639526
