SP_la, SP_lo, SP_time, SP_az, SP_gcarc, S_la, S_lo, S_time, S_az, S_gcarc 
49.4504013062 -82.5078964233 14.35 44.0794228214 111.353081345 43.7486000061 -110.744796753 17.35 42.2400595476 91.2919339379
42.0126991272 -86.295501709 22.85 51.0897515585 107.03417778 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
40.8064994812 -80.8376998901 19.25 53.4177789683 110.702961503 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
40.2570991516 -85.1552963257 17.25 53.1070911396 107.38087688 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
40.1879997253 -84.3352966309 17.75 53.3549350691 107.966760652 35.5168991089 -111.373901367 20.05 49.0052183176 86.5786160721
40.2492980957 -81.2128982544 19.15 53.9265724228 110.296190116 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
49.4504013062 -82.5078964233 23.65 44.0794228214 111.353081345 43.6124000549 -110.603797913 17.25 42.4097794006 91.3085979736
41.4393005371 -80.6750030518 18.95 52.786720785 110.96470773 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
40.2492980957 -81.2128982544 18.35 53.9265724228 110.296190116 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
39.4818000793 -83.0600967407 18.95 54.3448603929 108.73004049 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
39.4835014343 -78.0126037598 -29.95 55.3171257077 112.528079808 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
42.3012008667 -83.6567001343 18.95 51.3372196372 109.002522264 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
49.4504013062 -82.5078964233 14.35 44.0794228214 111.353081345 43.6124000549 -110.603797913 17.25 42.4097794006 91.3085979736
41.4393005371 -80.6750030518 19.45 52.786720785 110.96470773 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
40.1820983887 -80.3777999878 19.25 54.1545676645 110.902743732 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
39.4868011475 -81.3896026611 30.05 54.6818403779 109.983014007 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
38.9622001648 -82.2668991089 -29.95 55.0431078683 109.193541332 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
41.6492004395 -80.1447982788 19.35 52.6602036407 111.39876015 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
44.6197013855 -74.582901001 19.15 50.2407872692 115.923155779 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
40.2492980957 -81.2128982544 19.15 53.9265724228 110.296190116 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
41.082901001 -74.6055984497 20.25 54.1257491284 115.384621117 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
39.6734008789 -74.7919006348 19.85 55.6368445283 115.006578406 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
43.3843002319 -73.6678009033 18.95 51.7057668747 116.413090607 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
40.8602981567 -73.8852005005 18.15 54.4666793314 115.887486376 26.9368076324 -105.664024353 17.35 58.8903751544 86.5688664121
41.7261199951 -73.4842529297 18.85 53.5629068624 116.316667612 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
39.6581001282 -79.8455963135 19.15 54.80153084 111.183109467 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
40.9313011169 -73.4676971436 18.55 54.4429671737 116.211037573 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
43.9734687805 -74.2230682373 -29.95 50.9932807782 116.092775703 35.5168991089 -111.373901367 20.05 49.0052183176 86.5786160721
41.7545890808 -74.1435394287 19.55 53.4496395751 115.833154762 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
43.3843002319 -73.6678009033 17.05 51.7057668747 116.413090607 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
42.731300354 -76.5162963867 18.95 52.0706686967 114.251616263 33.9696006775 -102.772399902 14.65 53.8074803202 92.0158289295
42.6651000977 -72.2344970703 18.65 52.658649121 117.362757177 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
44.2401008606 -71.9259033203 18.55 50.9194837752 117.766750175 39.1776008606 -106.973899841 17.85 47.6200997365 91.4488153316
41.4686012268 -78.7649002075 19.15 53.0842058038 112.373560255 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
41.4038009644 -72.0464019775 -28.75 54.0898527062 117.339987319 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
40.9313011169 -73.4676971436 16.45 54.4429671737 116.211037573 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
43.3843002319 -73.6678009033 18.95 51.7057668747 116.413090607 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
43.2760009766 -76.8579025269 17.15 51.4346080447 114.096807234 33.9696006775 -102.772399902 14.65 53.8074803202 92.0158289295
43.4099006653 -75.9968032837 17.65 51.4025065757 114.738169134 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
42.6651000977 -72.2344970703 23.95 52.658649121 117.362757177 38.964099884 -105.149200439 18.55 48.4855817564 92.5962689729
42.1365013123 -77.55909729 17.85 52.5617453777 113.386859143 39.1776008606 -106.973899841 17.85 47.6200997365 91.4488153316
41.9359016418 -70.8391036987 19.55 53.619033149 118.303134861 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
44.6197013855 -74.582901001 16.75 50.2407872692 115.923155779 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
41.3372001648 -77.1279983521 17.45 53.4848190868 113.555585632 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
43.3843002319 -73.6678009033 17.05 51.7057668747 116.413090607 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
44.8349990845 -73.5883026123 18.35 50.102270777 116.653257292 39.7997016907 -105.61340332 18.75 47.5774676281 92.6702310863
42.506401062 -71.5582962036 -27.55 52.904962071 117.839148072 33.9696006775 -102.772399902 14.65 53.8074803202 92.0158289295
43.8742980957 -71.335899353 19.35 51.3825747363 118.151437147 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
44.0504989624 -70.5809020996 -26.55 51.2434069297 118.710948996 40.8946990967 -105.944000244 17.05 46.4911533798 92.9642837489
43.4646987915 -74.5040969849 19.55 51.5234251035 115.820884889 38.964099884 -105.149200439 18.55 48.4855817564 92.5962689729
42.449798584 -72.6801986694 18.55 52.8520061074 117.008914696 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
44.2401008606 -71.9259033203 17.15 50.9194837752 117.766750175 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
40.5987014771 -75.3718032837 19.45 54.5452689338 114.730429482 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
43.3843002319 -73.6678009033 18.95 51.7057668747 116.413090607 32.5323982239 -107.785102844 16.75 53.0951103248 87.6349747077
40.6826934814 -74.5657424927 20.05 54.5688856873 115.348971943 34.8837013245 -101.680801392 16.25 53.3897763012 93.2292611704
44.5742988586 -71.1558990479 -26.95 50.604660415 118.349011806 39.7997016907 -105.61340332 18.75 47.5774676281 92.6702310863
43.3602981567 -75.2852020264 -29.95 51.5455012331 115.242795654 33.9696006775 -102.772399902 14.65 53.8074803202 92.0158289295
43.4646987915 -74.5040969849 16.95 51.5234251035 115.820884889 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
42.449798584 -72.6801986694 16.95 52.8520061074 117.008914696 38.964099884 -105.149200439 18.55 48.4855817564 92.5962689729
44.6197013855 -74.582901001 19.15 50.2407872692 115.923155779 41.6888999939 -107.210197449 14.35 45.3343015413 92.5078412132
40.9313011169 -73.4676971436 18.55 54.4429671737 116.211037573 29.3341999054 -103.667800903 16.95 57.5892558498 89.2398805049
41.7545890808 -74.1435394287 16.65 53.4496395751 115.833154762 35.1180992126 -109.735702515 19.75 50.0415581902 87.5196307608
45.2644004822 -69.2917022705 18.25 49.9375749702 119.7235936 33.9370002747 -106.965202332 19.65 52.2058393575 88.9186229837
41.9359016418 -70.8391036987 24.65 53.619033149 118.303134861 33.9696006775 -102.772399902 14.65 53.8074803202 92.0158289295
44.2401008606 -71.9259033203 18.55 50.9194837752 117.766750175 37.1995582581 -108.492507935 18.95 48.752769161 89.4359153431
43.9536705017 -72.9917526245 18.55 51.1422911544 116.971693139 41.3016014099 -105.457702637 -9.55 46.3051958923 93.4798352108
45.2644004822 -69.2917022705 17.55 49.9375749702 119.7235936 38.964099884 -105.149200439 18.55 48.4855817564 92.5962689729
